ngram ,total_tf_query,P_w,P_w_Given_query_time,P_w_Given_time,PMI_classic,PMI_time
schijngebruik,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
kenmerkwoensdag,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
aannemerstruc,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
burgerknokploegen,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
stormploeg,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
doormeuren,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
totzondag,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
alarmdraadje,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
amsterdamsè,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
urelang,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
ontrnimingsgolf,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
rezetten,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
luykbewoners,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
munekrepetities,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
heilsopvangcentrum,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
f68.300,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
volkverzet,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
j:arrestatie,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
winterfeldplatz,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
potsdammerstrasse,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
rattaystraat,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
langsgetrokken,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
tmeijerplein,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
dgzg,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
nabpheid,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
zhüi,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
bipades,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
janwisselbeker,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
saatsie,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
toernooironden,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
zwdws,1,5.160779705048022E-8,0.002770083102493075,2.282500524975121E-6,15.711980683689728,10.24509835040761
vlinderpand,2,1.5482339115144065E-7,0.00554016620498615,6.847501574925362E-6,15.127018182968571,9.660135849686453
ormeco,2,1.5482339115144065E-7,0.00554016620498615,6.847501574925362E-6,15.127018182968571,9.660135849686453
knokploegenterreur,2,1.5482339115144065E-7,0.00554016620498615,4.565001049950242E-6,15.127018182968571,10.245098350407607
katshuis,3,2.5803898525240107E-7,0.008310249307479225,9.130002099900483E-6,14.975015089523524,9.830060851128763
supertruc,1,1.0321559410096044E-7,0.002770083102493075,2.282500524975121E-6,14.711980683689731,10.24509835040761
bankruiten,1,1.0321559410096044E-7,0.002770083102493075,2.282500524975121E-6,14.711980683689731,10.24509835040761
vertimmering,1,1.0321559410096044E-7,0.002770083102493075,2.282500524975121E-6,14.711980683689731,10.24509835040761
waterloopplein,1,1.0321559410096044E-7,0.002770083102493075,2.282500524975121E-6,14.711980683689731,10.24509835040761
tweemeter,1,1.0321559410096044E-7,0.002770083102493075,2.282500524975121E-6,14.711980683689731,10.24509835040761
rattay,1,1.0321559410096044E-7,0.002770083102493075,4.565001049950242E-6,14.711980683689731,9.24509835040761
krachtpatsende,1,1.0321559410096044E-7,0.002770083102493075,2.282500524975121E-6,14.711980683689731,10.24509835040761
koppelkampioenschappen,1,1.0321559410096044E-7,0.002770083102493075,2.282500524975121E-6,14.711980683689731,10.24509835040761
isema,2,2.5803898525240107E-7,0.00554016620498615,4.565001049950242E-6,14.390052588802368,10.245098350407607
lekkerij,1,1.5482339115144065E-7,0.002770083102493075,2.282500524975121E-6,14.127018182968573,10.24509835040761
brievenbusactie,1,1.5482339115144065E-7,0.002770083102493075,2.282500524975121E-6,14.127018182968573,10.24509835040761
schoneberg,1,1.5482339115144065E-7,0.002770083102493075,2.282500524975121E-6,14.127018182968573,10.24509835040761
eenklein,1,1.5482339115144065E-7,0.002770083102493075,2.282500524975121E-6,14.127018182968573,10.24509835040761
krakersterreur,2,3.612545793533615E-7,0.00554016620498615,4.565001049950242E-6,13.904625761632124,10.245098350407607
gled,1,2.0643118820192087E-7,0.002770083102493075,2.282500524975121E-6,13.711980683689731,10.24509835040761
golfbiljarttoernooi,1,2.0643118820192087E-7,0.002770083102493075,6.847501574925362E-6,13.711980683689731,8.660135849686455
rookgrage,1,2.5803898525240107E-7,0.002770083102493075,2.282500524975121E-6,13.39005258880237,10.24509835040761
golfbiljartbond,1,2.5803898525240107E-7,0.002770083102493075,2.282500524975121E-6,13.39005258880237,10.24509835040761
katapults,4,1.1869793321610451E-6,0.0110803324099723,2.510750577472633E-5,13.188418727632715,8.78566673177031
exnotaris,1,3.096467823028813E-7,0.002770083102493075,1.1412502624875604E-5,13.127018182968573,7.9231702555202475
vên,1,3.096467823028813E-7,0.002770083102493075,4.565001049950242E-6,13.127018182968573,9.24509835040761
vierpotige,1,4.1286237640384175E-7,0.002770083102493075,2.282500524975121E-6,12.711980683689731,10.24509835040761
kernbeweging,1,4.1286237640384175E-7,0.002770083102493075,1.1412502624875604E-5,12.711980683689731,7.9231702555202475
krakers,368,1.5043672840214984E-4,1.0,8.239826895160186E-4,12.698555542489041,10.24509835040761
popavond,1,4.6447017345432197E-7,0.002770083102493075,2.282500524975121E-6,12.542055682247415,10.24509835040761
rataplan,1,4.6447017345432197E-7,0.002770083102493075,4.565001049950242E-6,12.542055682247415,9.24509835040761
weghaalde,1,4.6447017345432197E-7,0.002770083102493075,2.282500524975121E-6,12.542055682247415,10.24509835040761
baulig,7,3.302899011230734E-6,0.019390581717451522,2.739000629970145E-5,12.519335605747331,9.467490771744057
wandaag,1,5.160779705048021E-7,0.002770083102493075,2.282500524975121E-6,12.39005258880237,10.24509835040761
runden,1,5.160779705048021E-7,0.002770083102493075,6.847501574925362E-6,12.39005258880237,8.660135849686455
kraakrel,1,5.160779705048021E-7,0.002770083102493075,6.847501574925362E-6,12.39005258880237,8.660135849686455
gewéld,1,5.160779705048021E-7,0.002770083102493075,2.282500524975121E-6,12.39005258880237,10.24509835040761
dakramen,1,5.160779705048021E-7,0.002770083102493075,2.282500524975121E-6,12.39005258880237,10.24509835040761
dammarathon,1,5.160779705048021E-7,0.002770083102493075,2.282500524975121E-6,12.39005258880237,10.24509835040761
rellenpolitie,1,5.676857675552824E-7,0.002770083102493075,2.282500524975121E-6,12.252549065052431,10.24509835040761
woonomstandigheden,1,6.709013616562429E-7,0.002770083102493075,2.282500524975121E-6,12.011540965548637,10.24509835040761
zaalvoetbalvereniging,1,6.709013616562429E-7,0.002770083102493075,2.282500524975121E-6,12.011540965548637,10.24509835040761
braakgas,1,7.22509158706723E-7,0.002770083102493075,9.130002099900483E-6,11.904625761632126,8.24509835040761
parkeerautomaat,1,7.22509158706723E-7,0.002770083102493075,2.282500524975121E-6,11.904625761632126,10.24509835040761
blaaskop,1,7.741169557572033E-7,0.002770083102493075,6.847501574925362E-6,11.805090088081212,8.660135849686455
accountantsverklaring,1,7.741169557572033E-7,0.002770083102493075,2.282500524975121E-6,11.805090088081212,10.24509835040761
dichtgeplakte,1,7.741169557572033E-7,0.002770083102493075,2.282500524975121E-6,11.805090088081212,10.24509835040761
ontruimingsactie,1,8.257247528076835E-7,0.002770083102493075,6.847501574925362E-6,11.711980683689731,8.660135849686455
projektontwikkelaar,1,8.257247528076835E-7,0.002770083102493075,2.282500524975121E-6,11.711980683689731,10.24509835040761
lastert,1,8.773325498581637E-7,0.002770083102493075,6.847501574925362E-6,11.624517842439392,8.660135849686455
ontering,1,8.773325498581637E-7,0.002770083102493075,2.282500524975121E-6,11.624517842439392,10.24509835040761
beerents,1,9.289403469086439E-7,0.002770083102493075,6.847501574925362E-6,11.542055682247415,8.660135849686455
herinnerden,1,9.289403469086439E-7,0.002770083102493075,2.282500524975121E-6,11.542055682247415,10.24509835040761
roxytheater,1,9.289403469086439E-7,0.002770083102493075,2.282500524975121E-6,11.542055682247415,10.24509835040761
damsimultaan,1,9.289403469086439E-7,0.002770083102493075,2.282500524975121E-6,11.542055682247415,10.24509835040761
tergrond,1,9.805481439591242E-7,0.002770083102493075,4.565001049950242E-6,11.464053170246146,9.24509835040761
verschansen,2,2.0127040849687285E-6,0.00554016620498615,4.565001049950242E-6,11.426578464827477,10.245098350407607
etos,2,2.115919679069689E-6,0.00554016620498615,4.565001049950242E-6,11.354428679071644,10.245098350407607
hotelcomplex,1,1.0837637380600846E-6,0.002770083102493075,2.282500524975121E-6,11.319663260910971,10.24509835040761
afstandje,1,1.0837637380600846E-6,0.002770083102493075,4.565001049950242E-6,11.319663260910971,9.24509835040761
skyway,2,2.219135273170649E-6,0.00554016620498615,2.2825005249751208E-5,11.28571592898763,7.923170255520246
demons,1,1.1869793321610451E-6,0.002770083102493075,2.282500524975121E-6,11.188418727632715,10.24509835040761
vogelstruys,1,1.1869793321610451E-6,0.002770083102493075,6.847501574925362E-6,11.188418727632715,8.660135849686455
zvc,1,1.1869793321610451E-6,0.002770083102493075,2.282500524975121E-6,11.188418727632715,10.24509835040761
barricaderen,2,2.4255664613725703E-6,0.00554016620498615,4.565001049950242E-6,11.15739183201209,10.245098350407607
ontruimingsbevel,1,1.2385871292115252E-6,0.002770083102493075,2.282500524975121E-6,11.127018182968573,10.24509835040761
stinkbom,1,1.445018317413446E-6,0.002770083102493075,6.847501574925362E-6,10.904625761632126,8.660135849686455
verhuiswagens,1,1.445018317413446E-6,0.002770083102493075,2.282500524975121E-6,10.904625761632126,10.24509835040761
intourist,2,2.890036634826892E-6,0.00554016620498615,4.565001049950242E-6,10.904625761632124,10.245098350407607
afkwam,1,1.4966261144639264E-6,0.002770083102493075,2.282500524975121E-6,10.853999688562158,10.24509835040761
